,context,questions,answers
10,"The AI acquisition 
framework
Assess and benchmark solutions to ensure 
your organization’s AI investment is responsible, 
ethical and aligned to larger business goals.
The foundation of responsible AI acquisition lies in 
a holistic framework with ethics and sustainability 
at the core, driving business goals, commercial 
objectives and data strategy, all strongly supported 
by an ongoing governance, compliance and risk 
strategy. There are underlying interconnections 
among these elements, nuances that should be 
factored in during implementation. The purpose 
of the developed framework is to ensure that 
the acquisition of AI systems by commercial 
enterprises is grounded in ethical principles with 
strong governance to ensure those principles 
are applied, thereby mitigating bias and driving 
resilience. The AI procurement framework provides 
comprehensive directional guidelines rather than 
prescriptive rules, as the degree to which these 
factors apply to an AI solution or an enterprise 
can vary significantly. While it is sector agnostic, 
there could be sector-specific concerns that this 
framework is not designed to address.In the subsequent sections, this report discusses 
in detail the impact of each of the five pillars of 
responsible AI acquisition strategy, highlighting 
the key considerations and questions that should 
be raised and addressed internally (within an 
enterprise) as well as externally (with the supplier 
partner/solution provider) through the sourcing life 
cycle and supplier relationship management (SRM). 
The report also shares a set of preliminary 
questions distilled from the comprehensive 
assessment questionnaire (see Appendix) as a first 
step for organizations considering an AI solution for 
the first time. 
While procurement can be the orchestrator driving 
the implementation of this framework, a strong 
partnership among the concerned functions will 
determine its success.
Key considerations for responsible AI acquisition FIGURE 4
Governance, risk and compliance
Sustainability
Business strategyCommercial strategy
Data strategyEthics
Adopting AI Responsibly: Guidelines for Procurement
11","1. What is the AI acquisition framework?
2. What are the five pillars of the AI acquisition framework?
3. What is the purpose of the AI acquisition framework?
4. What are the key considerations and questions that should be raised and addressed during the AI procurement process?
5. What are the preliminary questions distilled from the comprehensive assessment questionnaire?","1. The AI acquisition framework is a holistic framework that provides comprehensive directional guidelines for responsible AI acquisition.
2. The five pillars of the AI acquisition framework are governance, risk and compliance, sustainability, business strategy, and commercial strategy.
3. The purpose of the AI acquisition framework is to ensure that the acquisition of AI systems by commercial enterprises is grounded in ethical principles with strong governance to ensure those principles are applied, thereby mitigating bias and driving resilience.
4. Key considerations for responsible AI acquisition include governance, risk and compliance, sustainability, business strategy, and commercial strategy. Organizations should raise and address questions related to these considerations during the AI procurement process.
5. Preliminary questions distilled from the comprehensive assessment questionnaire include:
-What are the business goals of the organization?
-What are the commercial objectives of the organization?
-What is the data strategy of the organization?
-What are the ethics of the organization?
-What are the risks of the organization?
-What is the compliance of the organization?"
11,"Business strategy1
Evaluate ways AI can create a competitive 
advantage through enhanced business 
decision-making, leading to positive 
changes in business outcomes.
Adopting AI Responsibly: Guidelines for Procurement
12","1. What are some advantages that businesses can gain through the adoption of AI? 
2. How can AI be used to improve business decision-making? 
3. What changes in business outcomes can be expected through the use of AI?","1. Some advantages that businesses can gain through the adoption of AI include enhanced decision-making, increased efficiency, and improved competitiveness. 
2. AI can be used to improve business decision-making by providing insights into customer behavior, predicting trends, and optimizing operations. 
3. Changes in business outcomes that can be expected through the use of AI include increased profits, improved customer satisfaction, and increased market share."
12,"As the benefits of AI, from boosting speed and 
productivity to improving forecasting and decision-
making, become more and more visible, its use 
cases are multiplying. However, prioritization, 
strategic planning and evaluation will determine the 
long-term winners in the AI game. 
One of the key considerations in procuring an AI 
solution is to evaluate and determine the strategic 
fit and capabilities of the solution in terms of the 
enterprise’s current and perceived future needs. 
Impressed by the inherent capabilities of AI 
solutions in the market, organizations often try to 
force-fit the solution to meet their requirements. 
That is one of the primary reasons AI solutions fail 
to achieve desired business outcomes. 
In order to find the most suitable AI solutions, 
enterprises must define their desired business 
goals and link them with the capabilities they want 
to build. 
It’s just as important to align the AI solution with the 
organization’s technology and data strategy as AI will have a broader impact beyond the immediate 
application area in the long run. AI centre of 
excellence/data teams must be involved right 
from the start while determining the scope, timeline 
and potential organizational impact.
Solution adaptability should be another key 
consideration. Over time, an organization’s 
business goals could evolve, or there could be 
changes in the underlying technology landscape, 
meaning the solution must adapt to new 
requirements and continue to achieve the desired 
outcomes. Additionally, the AI solution should 
be able to detect and handle gradual and abrupt 
concept drifts and incorporate the required 
algorithm changes. The solution should also be 
evaluated for capabilities to scale on demand with 
minimal complexities.
The solution provider’s thought leadership 
and vision in the AI application domain and the 
underlying core AI techniques can help ascertain 
the ability to deliver on the organization’s desired 
business goals.
Achieving business goals: questions to ask TABLE 3
Specifications Key considerations
1.1   How will the AI solution deliver on 
expected business outcomes?
Understanding how the solution will help 
enterprises meet their business goals. –Is the supplier able to understand your business goals and explain how their 
capabilities will help achieve them?
 –Are the solution’s capabilities outlined clearly, and are there demonstrated use cases 
they can reference?
 –How much custom development will be required for the AI solution to meet your 
requirements?
 –What level of guarantee does the solution provider give for the process and business 
outcomes?
 –Could the solution scale up to meet increased demand/productivity?
 –If your business slows down, is the solution flexible enough to adjust to the  
changed needs?
1.2    Is there transparency about what the AI 
solution can and cannot achieve?
         Often, businesses are not fully aware of the 
internal working mechanism of the AI model 
being used. It is the responsibility of the 
solution provider to educate potential buyers 
and be transparent about the capabilities and 
limitations of their offering. –Does the supplier explain the techniques applied in the AI system, including the use of 
algorithms and associated software libraries for the algorithms?
 –Is the supplier able to articulate the workings of the solution in an easy-to-understand 
manner?
 –Does the supplier dedicate the required resource(s) to train/educate your team about 
the AI solution?
 –Does the solution offer explainable results and transparency in the decision-making 
process? 
 –Does the supplier recognize and describe any limitations of the AI system for the 
problem you want addressed?
1.3    Can a non-AI solution deliver the same 
outcomes?
         Like any other technology, AI is not a magic 
bullet for all problems. It is essential that 
businesses explore alternative technology/
solutions before deciding on an AI solution. –Can you justify why the use of AI/ML is the optimal approach to meeting the specified 
business goals?
 –Can any other cost-effective, non-AI technology or process be used to achieve the 
expected business outcomes?
Adopting AI Responsibly: Guidelines for Procurement
13","1. What are some key considerations when procuring an AI solution?
2. How can an organization ensure the AI solution they choose will help them achieve their desired business goals?
3. What should be considered when evaluating an AI solution's adaptability?
4. How can a supplier's thought leadership and vision be evaluated when considering an AI solution?","1. When procuring an AI solution, it is important to consider the strategic fit and capabilities of the solution in terms of the enterprise's current and perceived future needs. It is also important to align the AI solution with the organization's technology and data strategy.
2. To ensure the AI solution they choose will help them achieve their desired business goals, organizations should define their desired business goals and link them with the capabilities they want to build. The AI solution should also be able to detect and handle gradual and abrupt concept drifts and incorporate the required algorithm changes.
3. When evaluating an AI solution's adaptability, organizations should consider how the solution can scale on demand with minimal complexities. They should also evaluate the supplier's thought leadership and vision in the AI application domain and the underlying core AI techniques.
4. When considering an AI solution, suppliers' thought leadership and vision should be evaluated in terms of their ability to deliver on the organization's desired business goals."
13,"Specifications Key considerations
1.4    Is there an inherent feedback loop in the 
system to adjust to changes in the external 
environment?
         An AI solution can become a self-learning 
system, provided a sufficient and appropriate 
feedback loop is embedded into it. –Does the solution have an automatic feedback/retraining loop, or is there a human in 
the loop?
 –How does the solution measure business outcomes and user satisfaction? How do 
those insights get delivered and/or feed into any product changes or updates?
1.5    How effectively can the solution be 
updated to accommodate change in 
requirements?
         AI is a highly dynamic system, so the supplier 
should partner with the buyer to redesign 
the solution in case business requirements 
change. This would be applicable especially  
if data complexity is high.
         *A steady state is when the system is acting 
in the intended manner, and all high-severity 
incidents are resolved –How easy is it to adapt or customize the solution during the initial and steady state*? 
Does the solution update its behaviour based on newly ingested data?
 –How will the supplier help in course correction if the AI model or prediction delivers 
unexpected results?
 –How is the service tested and monitored for model or performance drift over time?
 –Does the supplier provide KPIs for monitoring any performance drifts that may prompt 
retraining of the model (if there are unexpected changes)?
 –Does the supplier provide documentation detailing how the AI system can be 
reconfigured or adapted if the results are not delivering the goals?
1.6    Is the supplier a thought leader in  
this domain?
         All new technologies require partnerships 
with suppliers that are thought leaders in this 
domain as their vision will steer the solution to 
meet future requirements. –How much does the supplier invest in R&D in the domain of their solution and 
company requirement?
 –How does the supplier product development stay in line with market trends?
 –Does the supplier publish reports offering industry best practices and actionable 
insights in terms of optimizing AI outcomes?
 –Does the supplier organize in-person/virtual networking events for its clients to 
increase awareness of existing AI solutions?
 –How does the supplier solution differentiate itself from its competitors?
 –Is the supplier investing in upskilling and training its talent pool to stay relevant with 
state-of-the-art technology?Achieving business goals: questions to ask continued TABLE 3
Adopting AI Responsibly: Guidelines for Procurement
14","1.4 What is the inherent feedback loop in the system to adjust to changes in the external environment?
1.5 How effectively can the solution be updated to accommodate change in requirements?
1.6 Is the supplier a thought leader in this domain?","1.4 The inherent feedback loop in the system can be used to adjust to changes in the external environment.
1.5 The solution can be updated to accommodate change in requirements, but this may depend on the data complexity.
1.6 The supplier is a thought leader in this domain."
14,"Commercial strategy2
How does the AI solution align with the broader 
commercial strategy?
Adopting AI Responsibly: Guidelines for Procurement
15","1. What is the AI solution?
2. What is the broader commercial strategy?
3. How do the AI solution and the broader commercial strategy align?","1. The AI solution is a set of guidelines for procurement.
2. The broader commercial strategy is to adopt AI responsibly.
3. The AI solution and the broader commercial strategy align because both aim to responsibly adopt AI."
15,"Business strategy defines how organizations 
want to achieve their business objectives and is 
complemented by an accompanying commercial 
strategy that defines how much an organization 
would be willing to spend to achieve those goals. 
Generating commercial benefits for the enterprise 
is one of procurement’s key goals. In this case, 
it means identifying the most suitable AI solution 
with the most favourable commercial terms. These 
terms include cost, duration, payment terms, 
invoicing plan, discounts, rebates and investment 
risk, among others. However, commercial strategy 
should not be viewed solely through the lens of 
monetary returns; rather, it should focus on the 
value delivered for the money invested.
As for all investments, procurement should ensure 
that the purchased AI solution can deliver on the 
organization’s ROI expectations. ROI should include 
the overall value and potential benefits generated 
for the organization. Choosing and defining the 
most suitable KPIs – while challenging for new 
technologies with many unknowns – is crucial for 
continually monitoring whether the investment is 
yielding value at all stages.The commercial considerations for an AI solution 
should be approached with slight variations 
compared to investing in other technology 
solutions. The timeframe for TCO is usually three 
to seven years for a non-AI solution. However, 
AI is typically deployed for a longer term, so the 
cost considerations should include a much longer 
timeframe. Also, the ongoing cost of retraining 
and managing concept drifts will need to be 
considered while calculating the TCO.
When it comes to new technologies, it is important 
to manage uncertainties of business outcomes. 
An effective AI system will deliver invaluable 
outputs to any business. However, as with all new 
technology, the learning curve and the unknowns 
carry unforeseen risks. This makes it imperative 
to have strong governance in place to protect 
investment. Supplier risk assessment, performance 
management and appropriate risk mitigation plans 
with linked financial compensations are a few 
factors to consider. Organizations should look to 
include outcome-based pricing models to drive joint 
accountability and mitigate their investment risk.
 An effective AI 
system will deliver 
invaluable outputs 
to any business. 
However, as with 
all new technology, 
the learning curve 
and the unknowns 
carry unforeseen 
risks.
Adopting AI Responsibly: Guidelines for Procurement
16","1. What are the goals of business strategy?
2. What is the difference between commercial strategy and business strategy?
3. What should procurement focus on when choosing an AI solution?
4. What is the timeframe for TCO when investing in an AI solution?
5. What are some factors to consider when calculating the TCO for an AI solution?
6. How should uncertainties about business outcomes be managed when adopting AI?","1. The goals of business strategy are to define how organizations want to achieve their business objectives and to complement this with a commercial strategy that defines how much an organization would be willing to spend to achieve these goals.
2. Commercial strategy is focused on the monetary returns generated by an investment, whereas business strategy should focus on the value delivered for the money invested.
3. When choosing an AI solution, procurement should focus on ensuring that the solution can deliver on the organization's ROI expectations. This should include the overall value and potential benefits generated for the organization.
4. The timeframe for TCO when investing in an AI solution is typically three to seven years for a non-AI solution, but AI is typically deployed for a longer term, so the cost considerations should include a much longer timeframe.
5. In order to calculate the TCO for an AI solution, organizations should consider the ongoing cost of retraining and managing concept drifts, as well as supplier risk assessment, performance management, and appropriate risk mitigation plans.
6. When adopting AI, uncertainties about business outcomes should be managed by implementing strong governance in place to protect investment. This includes supplier risk assessment, performance management, and appropriate risk mitigation plans."
16,"Specifications Key considerations
2.1    What is the expected value of the 
solution to be delivered?
         Commitment to business case 
requirements will be a key ingredient  
in a supplier partnership.
         –In what ways is the supplier committed to achieving the business case objectives?
 –Are there any dependencies/assumptions made by the supplier on achieving these 
objectives?
 –Are there ways in which the value delivered is optimized during the steady state*?
 –Will the solution require any co-development/co-innovation? How will you benefit from the 
potential gains of the supplier in case of co-innovation?
2.2    Do you understand all the costs 
involved in the purchase and 
maintenance of the AI system?
         Determining the viability of an AI solution 
for a longer or shorter term can be done 
by calculating the TCO, which includes all 
direct and indirect costs throughout the 
lifetime of the solution – from acquiring, 
building, running to retiring.
          *Much of the cost of AI projects is 
internal; the process of getting data 
ready to enable an AI solution is time-
consuming and expensive.  –Can the supplier provide a breakdown of one-time costs based on project milestones/
measurable deliverables?
 –Has the supplier provided a resource-wise effort estimation required for each of these 
milestones?
 –Are the recurring cost components clearly defined? Is there clarity on the frequency of the 
recurring costs?
 –What would be the cost of changes required in the existing systems/infrastructure?*
 –Has the supplier provided the hourly/daily rates of consulting/technical resources to be 
involved in the project?
 –What are the relevant skills/years of experience in the AI domain of the resources the 
supplier plans to deploy?
 –Does the supplier offer different pricing options to accommodate the gradual expansion of 
the AI system deployment in the client environment?
 –What are the discounts/rebates offered by the supplier?
2.3    How can organizations mitigate the 
investment risks of the solution?
         There are multiple unknowns when 
organizations invest in new technologies 
and the team should evaluate possibilities 
to mitigate investment risks. –Is the supplier able to delink the discovery and execution phases to restrict upfront 
investment while the business case is being tested?
 –Can the solution/implementation be in phases and gradually widened to avoid large 
upfront costs? For e.g. implementation of a low-cost model or proof of concept before 
full-scale implementation?
 –Is the supplier able to commit to an outcome-based pricing model? What would be the 
KPIs that can be linked to outcomes?
 –Is the supplier financially solvent?
 –Is the supplier currently going through or has planned for an acquisition/merger?
 –Who will own the AI model in the event of insolvency or ownership transfer? (e.g. code 
escrow, data escrow, model escrow)Meeting commercial targets: questions to ask TABLE 4
Adopting AI Responsibly: Guidelines for Procurement
17","1. What is the expected value of the solution to be delivered?
2. What are the costs involved in the purchase and maintenance of the AI system?
3. How can organizations mitigate the investment risks of the solution?
4. What would be the cost of changes required in the existing systems/infrastructure?
5. What are the relevant skills/years of experience in the AI domain of the resources the supplier plans to deploy?
6. What are the discounts/rebates offered by the supplier?","1. The expected value of the solution to be delivered is important to consider when making a decision to invest in an AI system. The supplier should be able to commit to business case requirements in order to establish a partnership.
2. The costs involved in the purchase and maintenance of the AI system should be considered when making a decision to invest in an AI system. The supplier should be able to provide a breakdown of one-time costs based on project milestones/measurable deliverables.
3. Organizations should mitigate the investment risks of the solution by evaluating possibilities such as delinking the discovery and execution phases, implementing the solution in phases, or committing to an outcome-based pricing model.
4. The cost of changes required in the existing systems/infrastructure should be considered when making a decision to invest in an AI system.
5. The supplier should be able to commit to relevant skills/years of experience in the AI domain of the resources they plan to deploy.
6. The discounts/rebates offered by the supplier should be considered when making a decision to invest in an AI system."
17,"Data strategy3
Evaluate the effectiveness of the AI solution in 
terms of analysing valuable data in support of 
enterprise objectives.
Adopting AI Responsibly: Guidelines for Procurement
18","1. What are the benefits of adopting AI responsibly?
2. What are the guidelines for procurement of AI solutions?
3. How effective is the AI solution in terms of analysing valuable data?","1. The benefits of adopting AI responsibly include improved decision-making, increased efficiency, and reduced costs.
2. The guidelines for procurement of AI solutions include understanding the business need, assessing the risks and benefits, and defining performance requirements.
3. The effectiveness of the AI solution in terms of analysing valuable data depends on the quality of the data and the accuracy of the AI algorithm."
18,"Analysing data and learning from it is the 
fundamental job of any AI solution, so providing 
relevant data is an important first step. A robust data 
strategy serves as the foundation for any successful 
AI deployment. 
Organizations will have to prepare the input dataset 
for the AI solution, and the costs associated with this 
will be different. For instance, the cost will be higher 
for those with data swamps rather than data lakes.2 
Next comes the question of data relevance. Even 
if the data is available, is it the right data? Will it be 
sufficient to generate an exhaustive list of use cases 
for the purpose and scope of the AI solution? How 
can this data be accessed? The project business 
and central data management teams will have to 
work jointly to arrive at these answers. If the internal 
data available is insufficient for training, and the data 
acquisition costs are high, then generating synthetic 
data from the available internal dataset or going to the market for synthetic data sources may be the 
next best approach.3
In parallel, organizations should start thinking about 
their future data strategy as they will have to 
manage the evolving requirements that arise from 
AI implementation. They should explore potentially 
suitable data platform(s), build a scalable data 
pipeline, establish a centralized data governance 
mechanism to act as a support function and 
enable smaller teams to execute a top-down data 
strategy, devising policies and procedures for 
effective data management and adherence to legal 
and regulatory requirements.
Organizations can also consider making use of 
business opportunities from the data they collect. 
How can additional benefits be derived from data 
being traded back to the market/ecosystem in terms 
of negotiating better contract terms with AI suppliers 
or generating additional revenue streams? 
Driving data for success: questions to ask TABLE 5
Specifications Key considerations
3.1    Do you have a clear and 
defined as-is and to-be  
data strategy?
To maximize business value 
from implementation of the AI 
solution, organizations need to 
assess, identify gaps and adopt 
a long-term data strategy. –What type of data platform does your organization currently have in place? How will the new AI 
implementation impact your existing data platform?
 –What is the enterprise data structure strategy if you are planning to migrate to the cloud and use 
cloud-based AI capabilities? What data will go on the cloud? Are you looking at single or multi-
cloud providers? Do you want to prioritize modularity or flexibility?
 –Is there an existing data culture across the organization?
 –Is senior leadership involved in establishing and communicating data strategies? 
 –How are different parts of the organization incentivized to share and reuse data? Are employees 
being trained in data quality management?
 –Does the data-based feedback need to be looped back into business decisions and how?
 –Is there a designated team for data collection, validation, storage, governance, security and 
accountability structures across the entire data supply chain? 
 –Who is responsible for ethical data use in the enterprise?
3.2    What are the different sources 
of data to be considered?
For organization-specific 
contextual learning process, 
internally available data is 
ideal. Otherwise, external 
sources of data (synthetic 
data) can be considered. –What are the different kinds of data expected to be ingested by the AI solution?
 –Can the AI solution meet existing and new enterprise objectives based on internally available data?
 –Do you know where and how to collect the data internally? Is the available internal data ready to be 
consumed – is it accurate, complete, consistent and up to date? 
 –Will external sources of data be needed? What is the cost of acquiring/generating synthetic data?
 –Can the external data provider ensure complete, relevant, unbiased and timely data? Who is 
responsible for ensuring the quality, usability and reliability of third-party data?
 –Should there be different contractual provisions for the exchange of different categories of internal 
data and related data models outside your organization? For example, you may want to limit/
encrypt sharing of data/data models built on personal identifiable information (PII)-related data.
 –Is the collection of additional data necessary in the future for optimal AI performance?
3.3    Does the supplier 
have satisfactory data 
management practices?
The data for the AI model should 
meet data quality standards 
defined by the governance team. 
Furthermore, data ownership 
and management, right from 
storage to extraction, need to 
be efficient, secure and adhere 
to regulatory requirements. –Does the supplier have adequate data quality assurance processes and frameworks around 
storage, management and transfer of data?
 –Who will have the ownership and be accountable for the data and derivative models?
 –Does the supplier have the standard data privacy/security frameworks for its industry?
 –How will the supplier follow data privacy practices for sensitive data that falls outside of the General 
Data Protection Regulation (GDPR)?
 –Where is the data collected for the AI model stored? What are the security measures to prevent a 
data breach?
 –Who has access to the stored data? Elaborate on the liability in case of data breach.
Adopting AI Responsibly: Guidelines for Procurement
19","1. What is a data swamp?
2. What is the difference between data lakes and data swamps?
3. What are some key considerations when planning a data strategy for AI?
4. What is the best way to generate synthetic data?
5. What are some things to consider when negotiating data sharing agreements with AI suppliers?
6. What are some things to consider when establishing data governance structures?","1. A data swamp is a large volume of data that is difficult to process and use.
2. Data lakes are repositories for data that are easy to access and use. Data swamps are difficult to process and use.
3. When planning a data strategy for AI, some key considerations are the relevance of the data, the costs of acquiring and processing the data, and the data governance structures needed to manage the data.
4. The best way to generate synthetic data is to extract data from the available internal dataset or to go to the market for synthetic data sources.
5. When negotiating data sharing agreements with AI suppliers, some things to consider are the type of data to be shared, the costs of acquiring and processing the data, and the data governance structures needed to manage the data.
6. When establishing data governance structures, some things to consider are the ownership and management of the data, the data quality standards, and the data privacy and security frameworks."
19,"Ethics and 
sustainability4
Evaluate if the AI solution creates a net 
positive impact from an ethical and 
sustainability perspective.
Adopting AI Responsibly: Guidelines for Procurement
20","1. What are the guidelines for procurement of AI?
2. How can AI be adopted responsibly?
3. What is the impact of AI from an ethical and sustainability perspective?","1. The guidelines for procurement of AI are to ensure that AI is adopted responsibly.
2. To ensure that AI is adopted responsibly, the guidelines recommend that organizations consider the following:
a. The potential impact of AI on individuals, society, and the environment
b. The ethical and social implications of AI
c. The impact of AI on human rights
d. The impact of AI on privacy
e. The impact of AI on equality and diversity
f. The impact of AI on the future of work
g. The impact of AI on the economy
3. The impact of AI from an ethical and sustainability perspective can be both positive and negative."
20,"A responsible AI system upholds ethical 
standards of fairness, transparency, inclusivity 
and accountability while being environmentally 
sustainable and balancing profit with social 
responsibility. 
The best way to ensure that your organization 
invests in a responsible AI solution is by having 
dedicated internal stakeholders take responsibility 
and accountability for various facets of the AI 
implementation process. For instance, the chief 
analytics officer or chief data officer could oversee 
data governance, providing AI-focused training 
to staff and collaborating closely with third-party 
providers of data, AI services and software. A 
dedicated team or function could oversee project 
direction and change management; another team 
could oversee the execution, solution adoption and 
performance tracking.However, certain pitfalls (such as bias and coding of 
unethical standards into the system) can corrupt the 
AI solution. Designers could unknowingly introduce 
bias into the model, or biases may enter the 
system through a training data set or during training 
interaction with end users. Hence, eliminating 
bias should be one of the top priorities during the 
selection and deployment of an AI system. The 
solution provider should have sufficient checks 
and balances within the system to eliminate or 
minimize potential biases and ethical issues from 
the outcomes. It’s also important for the supplier’s 
development team to be aware and consciously 
adopt an ethical mindset while designing and 
building the system. An ideal partner will have 
a mitigation plan in case the AI solution starts 
producing biased outcomes. Conversely, these 
biased outcomes can be pre-empted if the supplier 
prioritizes diversity and inclusivity within the team 
from the initial stages.
Seven core values for ethical AI TABLE 6
    Common good: The purpose 
of AI solutions should be to 
accelerate the development of 
society and improve quality of life 
of all people.    Accountability: All stakeholders 
involved in the development and 
deployment of the AI solution 
should be compliant with 
standards and legislations, and 
accountable for the outcomes and 
impacts of the solution. 
    Inclusiveness:  Ensuring that 
the members of AI design teams 
themselves are diverse and 
inclusive will help proactively 
address biases as well as increase 
the trust external stakeholders 
place in the solution provider.    Non-maleficence: All 
stakeholders should ensure that 
AI does not put humans at risk 
of harm, either in the intended 
or unintended outcomes of its 
use, and that it is not used for 
nefarious purposes.
    Accessibility: AI technology 
and the knowledge on its 
development, deployment and use 
should be made widely accessible 
so that individuals can develop the 
ability to use AI technology and 
understand the potential it brings.    Transparency: The decision-
making process of the AI 
algorithm should be easily 
explainable, and developers 
should be transparent about 
its purpose and intentions to 
promote fairness and equity.
    Equitability: AI solution 
designers should keep in mind 
equitable outcomes for all – 
from vulnerable communities 
to people with disabilities.
Sources: World Economic Forum, Quantum Computing Governance Principles, 2022; World Economic Forum, A Blueprint for 
Equity and Inclusion in Artificial Intelligence, 2022.
Emerging ethical risks such as misinformation (e.g. 
deepfakes), over-reliance and loss of skills, which 
already exist in some sectors today, could now 
affect many services in the supply chain because of 
the extensive use of AI. For example, AI-powered 
chatbots in customer service can lead to over-
reliance on AI, no human involvement and a lack of 
empathy in the redressal of complaints, which can 
reduce customer satisfaction. Mitigation measures 
for such risks need to be addressed with suppliers 
during due diligence and should be embedded in 
commercial clauses. 
Sustainability metrics are just as important when 
evaluating an AI solution. In its current form, AI is 
not a sustainable solution. Sustainability in AI would 
mean developing AI systems that are compatible 
with sustaining environmental resources for the 
present and future generations. A responsible AI provider should have a clear road map to mitigate 
the environmental impact (such as a high level 
of energy consumption and resource depletion) 
caused by the technology.
Enterprises – the buyers of AI solutions – must also 
have processes in place to encourage the adoption 
of a responsible AI solution. Employees within the 
buyer organizations must have the right incentives 
and be recognized for doing the right (sustainable) 
thing. Companies should have a vetting process 
as part of their AI system’s pre-implementation 
review to ensure that ethical and sustainable 
considerations have been addressed. Also, an 
organizational framework should be developed that 
maps the roles and responsibilities of each team 
involved and an escalation procedure in case of 
questionable actions. Companies 
should have a 
vetting process 
as part of their 
AI system’s pre-
implementation 
review to ensure 
ethical and 
sustainable 
considerations 
have been 
addressed.
Adopting AI Responsibly: Guidelines for Procurement
21","1. What are the seven core values for ethical AI?
2. What are some of the risks associated with AI implementation?
3. What should be done to encourage the adoption of a responsible AI solution?
4. How can enterprises ensure that their AI implementations are responsible?","1. The seven core values for ethical AI are common good, accountability, inclusiveness, non-maleficence, accessibility, transparency, and equitability.
2. Some of the risks associated with AI implementation include misinformation, over-reliance and loss of skills, and environmental impact.
3. Enterprises can encourage the adoption of a responsible AI solution by having a vetting process as part of their AI system’s pre-implementation review, developing an organizational framework that maps the roles and responsibilities of each team involved, and having an escalation procedure in case of questionable actions.
4. Enterprises can ensure that their AI implementations are responsible by adopting sustainability metrics, encouraging employee involvement, and having a clear road map to mitigate the environmental impact caused by the technology."
21,"Building an ethical and sustainable future: questions to ask TABLE 7
Specifications Key considerations
4.1   Describe the approach to eliminate or 
minimize bias and ethical prejudices from 
the AI solution.
Understanding how the supplier and the 
solution will mitigate any potential bias in  
the outcomes.
* Equalized odds and disparate impact  
are metrics used to measure fairness in  
ML algorithms
** Zip code or postal code is a common  
proxy variable for socioeconomic status,  
which can introduce biases in the prediction  
of certain outcomes
*** Consequences scanning is a process 
that deliberately inserts friction into the 
product development process with the goal 
of identifying and mitigating negative or 
unintended consequences –What methods are used to train the AI model? Do the training methods introduce 
fairness (eliminating biases like gender, age, ethnicity, region), interpretability, privacy 
and security into the model? 
 –What data is the supplier using to train the AI solution? Where is the data being 
sourced from and are there multiple data sources? Has the supplier trained the model 
on representative and complete data sets? How can you test for bias in training data?
 –Does the model come with a set of model cards clearly describing the nature of the 
model and its training data?
 –Does the supplier use any open-source ethical tooling to assess the bias factor?
 –Can the supplier identify possible sources of bias or unfairness and where they come 
from – whether it’s data or techniques implemented or other sources?
 –Is a conscious effort being made to implement checks and balances in the AI  
to prevent biases from creeping in? 
 –Does the supplier use any metrics (e.g. equalized odds or disparate impact*) to 
evaluate bias in AI?
 –Has the supplier monitored for any proxy variables that could lead to biased 
predictions? (e.g. postal code data**)
 –Has the supplier published any white papers or technical reviews to evidence the 
technical robustness and unbiased outcomes of its model’s predictions? 
 –Does the supplier use any design ethics techniques? (e.g. consequences scanning***)
 –Would the supplier be willing to participate in these exercises/procedures hosted  
by you? 
 –Does your solution address new ethical risks such as misinformation, over-reliance 
and loss of skills?
4.2   Describe the process for ensuring that  
the solution development team adopts an 
ethical mindset.
The development team must be aware and 
responsible while designing ethical standards 
for their AI solution. –Does the AI and ML team take responsibility for how their work will be used?
 –What are the ethical standards encoded into the AI solution?
 –Does the supplier offer training or have an awareness programme to ensure its team 
understands the potential impact of creating an AI system that produces an incorrect 
or disproportional output? If not, would the supplier be open to AI ethics training 
offered by your organization?
 –Have there been any instances in the past when the AI has not met performance 
requirements and delivered unintended results? What were the corrective measures 
taken for better outcomes?
 –Is there any redressal mechanism if individuals are affected negatively?
 –Does the supplier consider user accessibility needs during design thinking? For 
example, many facial recognition technology (FRT) cameras are ineffective for 
individuals using wheelchairs as they cannot be lowered to an appropriate height.
Adopting AI Responsibly: Guidelines for Procurement
22","1. What are some key considerations when assessing the ethical and sustainable nature of an AI solution?
2. How can you tell if an AI supplier is taking steps to mitigate bias in their solution?
3. What are some things to look for when assessing the development team's mindset with regards to ethics?
4. What are some consequences of implementing an AI solution without taking into account ethical considerations?","1. Key considerations when assessing the ethical and sustainable nature of an AI solution include understanding how the supplier and the solution will mitigate any potential bias in the outcomes, and whether the model comes with a set of model cards clearly describing the nature of the model and its training data.
2. You can tell if an AI supplier is taking steps to mitigate bias in their solution by looking at whether they use any metrics (e.g. equalized odds or disparate impact*) to evaluate bias in AI, and whether they have monitored for any proxy variables that could lead to biased predictions.
3. To assess the development team's mindset with regards to ethics, you should look for things such as whether they take responsibility for how their work will be used, and whether they have an awareness programme to ensure its team understands the potential impact of creating an AI system that produces an incorrect or disproportional output.
4. Consequences of implementing an AI solution without taking into account ethical considerations can include things such as misinformation, over-reliance and loss of skills."
